OFFSETS ,"['2.05', '50.29', '31.30']"
LAST_GREENS ,"['20.14', '17.15', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.39', '40.41']"
GREENS ,"['28.32', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['32.18', '18.96', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['41.67', '45.90', '2.14', '54.13']"
LAST_GREENS ,"['18.83', '18.95', '14.87']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['40.89', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.61', '18.95', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '30.50', '40.41']"
GREENS ,"['27.81', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['32.69', '18.97', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.92', '43.23', '40.41']"
GREENS ,"['40.89', '45.90', '3.95', '46.00']"
LAST_GREENS ,"['19.61', '17.15', '23.00']"
RESULTS:,15.39,13.60,9.00

OFFSETS ,"['42.51', '42.52', '40.41']"
GREENS ,"['40.89', '45.90', '2.86', '54.12']"
LAST_GREENS ,"['19.61', '18.24', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '29.29', '40.41']"
GREENS ,"['40.91', '45.87', '2.17', '54.12']"
LAST_GREENS ,"['19.59', '18.96', '14.88']"
RESULTS:,9.70,8.73,7.67

OFFSETS ,"['42.52', '42.53', '40.41']"
GREENS ,"['27.43', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['33.07', '18.96', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['19.39', '45.91', '2.98', '54.13']"
LAST_GREENS ,"['41.11', '18.11', '14.87']"
RESULTS:,8.34,7.68,9.33

OFFSETS ,"['42.52', '28.61', '40.41']"
GREENS ,"['40.37', '45.87', '2.14', '54.13']"
LAST_GREENS ,"['20.13', '18.99', '14.87']"
RESULTS:,10.24,9.21,7.67

OFFSETS ,"['25.92', '30.05', '40.41']"
GREENS ,"['40.37', '45.87', '2.58', '54.16']"
LAST_GREENS ,"['20.13', '18.55', '14.84']"
RESULTS:,9.76,8.65,7.67

OFFSETS ,"['25.81', '29.31', '40.41']"
GREENS ,"['40.37', '45.87', '3.95', '54.16']"
LAST_GREENS ,"['20.13', '17.18', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '42.58', '40.41']"
GREENS ,"['27.44', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['33.06', '18.97', '14.88']"
RESULTS:,7.98,7.47,9.00

OFFSETS ,"['42.52', '43.00', '40.41']"
GREENS ,"['27.74', '45.91', '2.14', '54.13']"
LAST_GREENS ,"['32.76', '18.95', '14.87']"
RESULTS:,8.10,7.61,8.33

OFFSETS ,"['42.52', '30.43', '40.41']"
GREENS ,"['27.80', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['32.70', '18.96', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.92', '30.06', '40.41']"
GREENS ,"['40.37', '45.90', '3.95', '54.13']"
LAST_GREENS ,"['20.13', '17.15', '14.87']"
RESULTS:,9.77,8.77,7.67

OFFSETS ,"['42.51', '42.58', '40.41']"
GREENS ,"['40.89', '45.91', '2.86', '54.12']"
LAST_GREENS ,"['19.61', '18.24', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '41.78', '40.41']"
GREENS ,"['40.91', '45.87', '2.17', '54.12']"
LAST_GREENS ,"['19.59', '18.96', '14.88']"
RESULTS:,7.93,7.44,8.33

OFFSETS ,"['26.45', '42.53', '40.41']"
GREENS ,"['40.37', '45.86', '2.15', '54.12']"
LAST_GREENS ,"['20.13', '18.99', '14.88']"
RESULTS:,8.34,7.73,8.67

OFFSETS ,"['41.11', '43.01', '43.00']"
GREENS ,"['27.43', '45.91', '2.13', '54.13']"
LAST_GREENS ,"['33.07', '18.96', '14.87']"
RESULTS:,8.12,7.56,10.33

OFFSETS ,"['42.52', '30.45', '40.41']"
GREENS ,"['27.93', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['32.57', '18.96', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '42.58', '40.41']"
GREENS ,"['27.00', '45.90', '2.86', '54.12']"
LAST_GREENS ,"['33.50', '18.24', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['25.32', '29.31', '40.41']"
GREENS ,"['40.37', '45.90', '4.03', '54.13']"
LAST_GREENS ,"['20.13', '17.07', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '30.50', '40.41']"
GREENS ,"['27.80', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['32.70', '18.96', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['41.99', '29.31', '40.41']"
GREENS ,"['40.89', '45.90', '3.95', '54.13']"
LAST_GREENS ,"['19.61', '17.14', '14.87']"
RESULTS:,11.56,10.98,8.00

OFFSETS ,"['42.52', '42.58', '40.41']"
GREENS ,"['40.89', '45.91', '2.86', '54.12']"
LAST_GREENS ,"['19.61', '18.24', '14.88']"
RESULTS:,7.95,7.43,9.33

OFFSETS ,"['42.52', '30.50', '40.41']"
GREENS ,"['27.81', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['32.69', '18.96', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.70', '42.72', '40.41']"
GREENS ,"['27.72', '45.91', '2.15', '54.13']"
LAST_GREENS ,"['32.78', '18.95', '14.87']"
RESULTS:,9.13,8.35,10.00

OFFSETS ,"['42.52', '29.30', '40.41']"
GREENS ,"['28.09', '45.90', '2.20', '54.12']"
LAST_GREENS ,"['32.41', '18.90', '14.88']"
RESULTS:,9.70,8.73,7.67

OFFSETS ,"['42.52', '30.43', '40.41']"
GREENS ,"['40.95', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['19.55', '18.97', '14.88']"
RESULTS:,9.47,8.49,7.67

OFFSETS ,"['42.52', '30.58', '40.41']"
GREENS ,"['27.87', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['32.63', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.92', '29.24', '40.41']"
GREENS ,"['40.65', '45.87', '3.95', '54.13']"
LAST_GREENS ,"['19.85', '17.18', '14.87']"
RESULTS:,9.81,8.64,7.67

OFFSETS ,"['25.81', '29.31', '40.34']"
GREENS ,"['40.17', '45.91', '2.17', '57.66']"
LAST_GREENS ,"['20.33', '18.92', '11.34']"
RESULTS:,11.66,10.88,9.00

OFFSETS ,"['41.92', '30.52', '40.41']"
GREENS ,"['27.93', '45.91', '2.13', '54.12']"
LAST_GREENS ,"['32.57', '18.96', '14.88']"
RESULTS:,9.60,8.73,7.67

OFFSETS ,"['25.93', '29.34', '40.41']"
GREENS ,"['28.02', '45.87', '3.95', '54.16']"
LAST_GREENS ,"['32.48', '17.18', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '30.43', '40.41']"
GREENS ,"['40.07', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['20.43', '18.95', '14.88']"
RESULTS:,9.47,8.49,7.67

OFFSETS ,"['42.52', '30.58', '40.41']"
GREENS ,"['27.87', '45.90', '2.20', '54.12']"
LAST_GREENS ,"['32.63', '18.90', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '29.22', '31.94']"
GREENS ,"['41.10', '45.91', '2.15', '54.12']"
LAST_GREENS ,"['19.40', '18.94', '14.88']"
RESULTS:,9.08,8.31,8.00

OFFSETS ,"['42.52', '30.04', '40.41']"
GREENS ,"['40.52', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['19.98', '18.97', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.93', '28.19', '40.41']"
GREENS ,"['28.40', '45.87', '3.95', '54.13']"
LAST_GREENS ,"['32.10', '17.18', '14.87']"
RESULTS:,10.99,9.93,7.67

OFFSETS ,"['42.52', '30.18', '40.41']"
GREENS ,"['28.13', '45.90', '2.16', '54.12']"
LAST_GREENS ,"['32.37', '18.94', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '42.25', '40.41']"
GREENS ,"['28.19', '45.87', '2.17', '54.12']"
LAST_GREENS ,"['32.31', '18.96', '14.88']"
RESULTS:,8.65,8.05,9.67

OFFSETS ,"['25.92', '29.31', '40.41']"
GREENS ,"['40.30', '45.87', '3.95', '54.16']"
LAST_GREENS ,"['20.20', '17.18', '14.84']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.83', '29.33', '40.41']"
GREENS ,"['27.87', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['32.63', '18.95', '14.88']"
RESULTS:,9.90,8.78,7.67

OFFSETS ,"['25.77', '41.70', '40.41']"
GREENS ,"['41.10', '45.04', '2.15', '54.12']"
LAST_GREENS ,"['19.40', '19.81', '14.88']"
RESULTS:,8.87,8.01,9.33

OFFSETS ,"['42.52', '30.43', '40.41']"
GREENS ,"['28.13', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['32.37', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.36', '30.56', '40.41']"
GREENS ,"['28.02', '45.87', '2.15', '54.16']"
LAST_GREENS ,"['32.48', '18.98', '14.84']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '30.50', '40.41']"
GREENS ,"['27.84', '45.90', '2.13', '54.12']"
LAST_GREENS ,"['32.66', '18.96', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '30.51', '40.41']"
GREENS ,"['28.16', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['32.34', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['26.03', '29.34', '31.76']"
GREENS ,"['28.16', '45.87', '2.17', '54.13']"
LAST_GREENS ,"['32.34', '18.96', '14.87']"
RESULTS:,8.84,8.03,7.67

OFFSETS ,"['25.81', '29.31', '40.41']"
GREENS ,"['27.92', '45.87', '2.16', '54.16']"
LAST_GREENS ,"['32.58', '18.97', '14.84']"
RESULTS:,9.90,8.78,7.67

OFFSETS ,"['42.52', '30.43', '40.41']"
GREENS ,"['27.96', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['32.54', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.93', '29.33', '40.41']"
GREENS ,"['28.16', '45.87', '3.95', '54.13']"
LAST_GREENS ,"['32.34', '17.18', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.52', '30.50', '40.41']"
GREENS ,"['27.80', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['32.70', '18.95', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['41.21', '30.43', '31.87']"
GREENS ,"['40.27', '45.87', '2.15', '54.13']"
LAST_GREENS ,"['20.23', '18.98', '14.87']"
RESULTS:,8.32,7.75,7.67

OFFSETS ,"['42.36', '30.44', '40.41']"
GREENS ,"['28.16', '45.87', '2.15', '54.12']"
LAST_GREENS ,"['32.34', '18.98', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.52', '30.38', '40.41']"
GREENS ,"['28.16', '45.90', '2.16', '54.12']"
LAST_GREENS ,"['32.34', '18.94', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['26.77', '29.31', '40.35']"
GREENS ,"['28.02', '45.87', '3.95', '54.16']"
LAST_GREENS ,"['32.48', '17.18', '14.84']"
RESULTS:,11.03,9.97,7.33

OFFSETS ,"['42.52', '30.47', '40.41']"
GREENS ,"['28.13', '45.90', '3.96', '54.12']"
LAST_GREENS ,"['32.37', '17.14', '14.88']"
RESULTS:,10.04,9.50,7.33

OFFSETS ,"['41.22', '30.43', '40.37']"
GREENS ,"['28.16', '45.87', '2.15', '54.12']"
LAST_GREENS ,"['32.34', '18.98', '14.88']"
RESULTS:,9.58,8.68,7.33

OFFSETS ,"['25.93', '29.33', '40.41']"
GREENS ,"['28.16', '45.87', '3.98', '54.13']"
LAST_GREENS ,"['32.34', '17.15', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['41.19', '30.43', '40.41']"
GREENS ,"['28.21', '45.90', '2.16', '54.13']"
LAST_GREENS ,"['32.29', '18.94', '14.87']"
RESULTS:,9.58,8.68,7.33

OFFSETS ,"['42.52', '41.78', '40.41']"
GREENS ,"['40.97', '45.87', '3.93', '54.12']"
LAST_GREENS ,"['19.53', '17.20', '14.88']"
RESULTS:,10.03,9.68,9.67

OFFSETS ,"['42.52', '41.77', '40.41']"
GREENS ,"['39.89', '45.87', '2.16', '54.12']"
LAST_GREENS ,"['20.61', '18.98', '14.88']"
RESULTS:,7.93,7.44,8.33

OFFSETS ,"['42.52', '28.51', '40.41']"
GREENS ,"['28.17', '45.87', '2.16', '54.12']"
LAST_GREENS ,"['32.33', '18.97', '14.88']"
RESULTS:,10.24,9.21,7.67

OFFSETS ,"['25.96', '30.62', '40.41']"
GREENS ,"['40.37', '45.91', '3.84', '54.12']"
LAST_GREENS ,"['20.13', '17.25', '14.88']"
RESULTS:,11.75,10.68,8.00

OFFSETS ,"['42.61', '29.33', '40.41']"
GREENS ,"['28.13', '45.87', '2.12', '54.13']"
LAST_GREENS ,"['32.37', '19.01', '14.87']"
RESULTS:,9.70,8.73,7.67

OFFSETS ,"['41.21', '30.43', '32.44']"
GREENS ,"['28.16', '45.87', '2.13', '54.13']"
LAST_GREENS ,"['32.34', '19.00', '14.87']"
RESULTS:,8.76,8.18,8.00

OFFSETS ,"['26.04', '41.90', '40.41']"
GREENS ,"['28.16', '45.87', '2.16', '54.12']"
LAST_GREENS ,"['32.34', '18.97', '14.88']"
RESULTS:,8.99,8.11,9.00

OFFSETS ,"['25.93', '29.33', '40.41']"
GREENS ,"['28.16', '45.87', '3.95', '54.13']"
LAST_GREENS ,"['32.34', '17.19', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['42.76', '30.38', '40.41']"
GREENS ,"['28.16', '45.90', '2.09', '54.12']"
LAST_GREENS ,"['32.34', '19.00', '14.88']"
RESULTS:,9.69,8.83,7.67

OFFSETS ,"['42.52', '29.33', '40.41']"
GREENS ,"['28.16', '45.87', '2.15', '54.12']"
LAST_GREENS ,"['32.34', '18.99', '14.88']"
RESULTS:,9.70,8.73,7.67

OFFSETS ,"['42.52', '30.58', '40.41']"
GREENS ,"['28.15', '45.87', '2.17', '54.12']"
LAST_GREENS ,"['32.35', '18.96', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['42.40', '29.12', '40.41']"
GREENS ,"['28.16', '45.87', '3.95', '54.13']"
LAST_GREENS ,"['32.34', '17.18', '14.87']"
RESULTS:,10.24,9.46,7.33

OFFSETS ,"['25.93', '30.38', '40.41']"
GREENS ,"['28.16', '45.90', '3.95', '54.13']"
LAST_GREENS ,"['32.34', '17.15', '14.87']"
RESULTS:,11.75,10.68,8.00

OFFSETS ,"['25.93', '29.33', '40.41']"
GREENS ,"['28.16', '45.87', '3.95', '54.13']"
LAST_GREENS ,"['32.34', '17.18', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['25.93', '29.33', '40.41']"
GREENS ,"['28.16', '45.87', '3.95', '54.13']"
LAST_GREENS ,"['32.34', '17.18', '14.87']"
RESULTS:,10.71,9.86,7.00

OFFSETS ,"['40.72', '30.51', '31.87']"
GREENS ,"['28.16', '45.87', '2.15', '54.13']"
LAST_GREENS ,"['32.34', '18.98', '14.87']"
RESULTS:,9.04,8.48,7.67

OFFSETS ,"['41.36', '30.43', '31.56']"
GREENS ,"['28.16', '45.91', '1.99', '54.12']"
LAST_GREENS ,"['32.34', '19.10', '14.88']"
RESULTS:,8.32,7.75,7.67

OFFSETS ,"['42.52', '41.78', '40.41']"
GREENS ,"['40.91', '45.90', '2.15', '54.12']"
LAST_GREENS ,"['19.59', '18.95', '14.88']"
RESULTS:,7.93,7.44,8.33

OFFSETS ,"['42.53', '30.43', '40.31']"
GREENS ,"['28.16', '45.91', '2.17', '54.12']"
LAST_GREENS ,"['32.34', '18.92', '14.88']"
RESULTS:,9.21,8.27,7.33

OFFSETS ,"['25.93', '30.43', '40.41']"
GREENS ,"['28.16', '45.87', '3.95', '54.13']"
LAST_GREENS ,"['32.34', '17.18', '14.87']"
RESULTS:,11.75,10.68,8.00

OFFSETS ,"['26.55', '29.19', '40.41']"
GREENS ,"['40.95', '45.87', '3.97', '54.16']"
LAST_GREENS ,"['19.55', '17.17', '14.84']"
RESULTS:,11.03,9.97,7.33

OFFSETS ,"['42.64', '30.58', '40.41']"
GREENS ,"['28.16', '45.87', '2.14', '54.13']"
LAST_GREENS ,"['32.34', '18.99', '14.87']"
RESULTS:,9.21,8.27,7.33

